IPM,PERSONAS,P5010,REGION,DEPARTAMENTO,logro_educativo,alfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,empleo_formal,desempleo_larga_duracion,barreras_acceso_salud,aseguramiento_salud,hacinamiento,paredes,pisos,alcantarillado,acueducto,P8526,P8530,P1075,P1077S21,P1077S22,P1077S23,POBRE
0.28,2,1,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.32,2,1,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.05,4,3,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.5,2,3,1,Bolívar,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.2,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.28,2,1,8,San Andrés,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.28,2,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.13,3,2,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.3,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,5,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.24,3,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,3,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.34,8,2,1,Bolívar,Sí,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.09,6,3,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.47,6,3,1,Bolívar,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,Sin servivio,Carrotanque,Sí,No,No,No,Sí
0.2,4,3,1,Sucre,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.14,3,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.35,6,2,1,Bolívar,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.2,4,2,1,Bolívar,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.15,4,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.34,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.29,7,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.18,6,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.33,5,2,8,San Andrés,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.08,2,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,Sí,No,No
0.18,3,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,Sí,No,No
0.1,2,1,8,San Andrés,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,No,No,No
0.44,3,1,1,Bolívar,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.1,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.33,4,3,1,Bolívar,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.2,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,3,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.14,4,3,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.29,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.0,4,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,Sí,No,No
0.04,3,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,Sí,No,No,No,No
0.18,4,3,8,San Andrés,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.04,3,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,Sí,No,No,No,No
0.23,3,2,8,San Andrés,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.13,4,3,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.24,2,2,1,Bolívar,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,Sí,No,Sí,No,No
0.14,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,Sí,No,No,No,No
0.24,2,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.31,4,1,1,Bolívar,No,No,No,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.0,1,2,1,Sucre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.15,4,2,8,San Andrés,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.18,2,2,8,San Andrés,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.2,3,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.19,5,3,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.22,3,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.13,6,4,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.2,4,3,8,San Andrés,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,Sí,Sí,Sí,No
0.1,5,4,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,Sí,Sí,Sí,No
0.14,2,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,Sí,Sí,No,No
0.15,4,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Carrotanque,No,No,No,No,No
0.05,3,2,1,Bolívar,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.28,5,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.28,5,3,8,San Andrés,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.34,2,3,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.09,5,3,8,San Andrés,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,No,Sí,No,No
0.24,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.2,5,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.2,2,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.0,2,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.14,3,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.2,4,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.12,4,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.24,4,3,8,San Andrés,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.17,3,1,8,San Andrés,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,Sí,No,No
0.14,3,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,No,Sí,No,No
0.24,3,2,8,San Andrés,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.09,4,2,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,Sí,Sí,Sí,No
0.2,3,2,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,No,No,No
0.15,4,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.0,2,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,Sí,No,Sí,No,No
0.0,2,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,No,No,Sí,No,No
0.0,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.1,3,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.25,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.17,5,2,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.18,3,2,8,San Andrés,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.2,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.25,4,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.23,3,2,8,San Andrés,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.22,2,1,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.18,2,1,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.0,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.14,2,1,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.19,3,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.34,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.13,4,3,8,San Andrés,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.2,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,6,3,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.28,4,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,Inod a pozo séptico,Pozo con bomba,Sí,No,No,No,No
0.1,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,2,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.28,5,2,1,Córdoba,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,No
0.2,4,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.44,6,2,1,Sucre,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.44,2,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.1,5,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.04,3,3,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,No,Sí,No,No
0.14,3,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.04,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.04,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,Sí,No,No,No
0.1,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.3,3,2,8,San Andrés,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.2,2,1,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.05,4,2,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.08,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.05,4,2,8,San Andrés,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
0.34,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.23,3,1,1,Bolívar,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,4,2,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.22,2,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,Sí,Sí,No,No
0.48,6,2,1,Bolívar,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.29,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.04,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.1,2,1,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.0,3,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.18,2,2,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.18,2,1,8,San Andrés,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.14,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.15,2,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.0,1,1,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,Sí,No,No
0.3,3,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.24,2,2,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.17,4,1,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.05,4,3,8,San Andrés,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,No,No,No
0.0,2,3,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,Sí,No,No
0.0,4,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,No,No,No
0.2,2,2,8,San Andrés,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.2,4,2,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.05,4,2,1,Córdoba,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.19,5,3,8,San Andrés,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.35,5,3,8,San Andrés,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,Sí
0.0,3,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.2,2,2,8,San Andrés,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.28,3,2,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.28,4,2,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua lluvia,No,No,No,No,No
0.28,2,1,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.0,2,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,No,No,No,No,No
0.0,3,2,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,No,No,No
0.0,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Agua en bolsa,Sí,No,No,No,No
0.24,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.24,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.19,6,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.35,6,3,1,Córdoba,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,Sí
0.1,4,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.18,3,3,8,San Andrés,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.34,3,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.37,4,1,8,San Andrés,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,Sí
0.33,9,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,Sí,No,No
0.27,4,1,8,San Andrés,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.44,6,3,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.47,3,2,8,San Andrés,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,Sí
0.08,2,1,8,San Andrés,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.05,4,3,1,Bolívar,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.17,5,1,8,San Andrés,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,No
